0,0.77,1.43,0.04917,0.00051581
0.0042941,0.77082,1.4326,0.052253,0
0.022621,0.7743,1.4436,0.053982,0
0.055573,0.78056,1.4636,0.056652,0
0.10313,0.78946,1.4927,0.060846,0
0.16523,0.80101,1.5312,0.065129,0
0.24184,0.81503,1.5793,0.072595,0
0.33286,0.83114,1.6374,0.086352,0
0.43821,0.84917,1.7059,0.091966,0
0.5578,0.86968,1.7852,0.10078,0
0.69149,0.89163,1.8758,0.1153,0
0.83916,0.91568,1.9778,0.1219,0
1.0007,0.94155,2.0916,0.13682,0
1.1759,0.96918,2.2171,0.14654,0
1.3646,0.99885,2.3544,0.16079,0
1.5666,1.0303,2.5028,0.17339,0
1.7817,1.0637,2.6617,0.18844,0
2.0098,1.0987,2.8296,0.20347,0
2.2505,1.1354,3.0053,0.22009,0
2.5037,1.1731,3.186,0.23707,0
2.7692,1.2115,3.371,0.2549,0
3.0465,1.2496,3.5458,0.27254,0.025108
3.3356,1.2858,3.681,0.28938,0.064631
3.636,1.3173,3.7724,0.30397,0.091275
3.9476,1.3426,3.8315,0.31592,0.10857
4.2699,1.3613,3.8666,0.32496,0.1196
4.6028,1.3736,3.8858,0.33143,0.12628
4.9458,1.3804,3.8948,0.33555,0.13026
5.2986,1.3827,3.8982,0.33783,0.13252
5.6609,1.3818,3.8988,0.33868,0.13387
6.0323,1.3789,3.8986,0.33857,0.13467
6.4125,1.3749,3.8985,0.33782,0.13528
6.801,1.3706,3.8989,0.33675,0.13578
7.1976,1.3664,3.8998,0.33555,0.13625
7.6018,1.3632,3.9013,0.33452,0.1367
8.0133,1.361,3.9028,0.3338,0.1371
8.4315,1.3599,3.9042,0.33339,0.13744
8.8562,1.3593,3.9052,0.33321,0.1377
9.2869,1.3591,3.906,0.33317,0.1379
9.7232,1.3589,3.9064,0.33319,0.13803
10.165,1.3587,3.9067,0.3332,0.13815
10.611,1.3584,3.9069,0.33319,0.13823
11.061,1.358,3.9071,0.33314,0.13832
11.515,1.3574,3.9073,0.33306,0.13838
11.973,1.3569,3.9076,0.33297,0.13845
12.434,1.3564,3.9079,0.33288,0.13851
12.897,1.356,3.9083,0.33281,0.13856
13.362,1.3556,3.9086,0.33279,0.1386
13.829,1.3553,3.9091,0.3328,0.13864
14.297,1.355,3.9095,0.33286,0.13865
14.766,1.3548,3.9099,0.33292,0.13869
15.234,1.3545,3.9104,0.33302,0.13869
15.703,1.3542,3.9109,0.33313,0.1387
16.171,1.3539,3.9114,0.33329,0.13869
16.638,1.3535,3.9121,0.33351,0.1387
17.103,1.3531,3.9128,0.33379,0.13865
17.566,1.3526,3.9138,0.3341,0.1386
18.027,1.3519,3.9149,0.33448,0.13848
18.485,1.3513,3.9164,0.33488,0.13837
18.939,1.3505,3.9182,0.33535,0.1382
19.389,1.3498,3.9204,0.33583,0.13809
19.835,1.3489,3.9226,0.33635,0.138
20.277,1.348,3.9252,0.33688,0.13805
20.713,1.3471,3.9274,0.33751,0.13819
21.144,1.346,3.9296,0.33833,0.13849
21.568,1.3446,3.9313,0.33954,0.13874
21.987,1.3426,3.9333,0.34122,0.1388
22.398,1.3401,3.9359,0.34346,0.13845
22.802,1.3368,3.9399,0.34601,0.13798
23.199,1.3328,3.9455,0.34893,0.13701
23.588,1.3284,3.9537,0.35193,0.13573
23.968,1.3236,3.9645,0.35494,0.13383
24.339,1.3188,3.9788,0.35748,0.13181
24.701,1.3145,3.9954,0.35938,0.1298
25.054,1.311,4.0137,0.36,0.12923
25.397,1.3087,4.0301,0.35951,0.13074
25.73,1.3078,4.0409,0.35728,0.13709
26.052,1.308,4.04,0.35615,0.145
26.364,1.307,4.0349,0.3609,0.14507
26.664,1.3036,4.0311,0.36667,0.14522
26.953,1.2982,4.0285,0.37362,0.14551
27.231,1.2907,4.0273,0.38171,0.1454
27.496,1.2812,4.0293,0.3912,0.14387
27.749,1.2698,4.0353,0.40194,0.13988
27.99,1.257,4.0493,0.41394,0.13184
28.218,1.243,4.0733,0.42689,0.11792
28.433,1.2285,4.1142,0.4406,0.095408
28.635,1.2141,4.1747,0.45469,0.060519
28.824,1.2007,4.2694,0.46891,0.0070304
28.999,1.189,4.3813,0.48286,0
29.161,1.179,4.4829,0.49614,0
29.309,1.1702,4.5767,0.50834,0
29.442,1.1625,4.6598,0.51929,0
29.562,1.1558,4.7344,0.52886,0
29.667,1.1501,4.7989,0.53703,0
29.758,1.1452,4.8548,0.54383,0
29.835,1.1412,4.9009,0.54934,0
29.897,1.1381,4.9385,0.55362,0
29.944,1.1357,4.9668,0.55679,0
29.977,1.1341,4.9866,0.55891,0
29.996,1.1332,4.9974,0.56006,0
