0,2.73,9.28,0.47804,0.71847
0.0042941,2.7276,9.2461,0.47952,0.71375
0.022621,2.717,9.1048,0.48054,0.70786
0.055573,2.6964,8.8622,0.48172,0.69787
0.10313,2.6639,8.5376,0.48265,0.68295
0.16523,2.6175,8.1528,0.48201,0.66541
0.24184,2.5556,7.7329,0.48059,0.64061
0.33286,2.4776,7.3057,0.4793,0.60103
0.43821,2.3843,6.8918,0.47083,0.57435
0.5578,2.2788,6.4957,0.46087,0.54168
0.69149,2.1627,6.1444,0.45039,0.49456
0.83916,2.0408,5.8331,0.43273,0.46916
1.0007,1.916,5.5681,0.4164,0.42562
1.1759,1.7923,5.3504,0.39445,0.40081
1.3646,1.6725,5.1729,0.37251,0.36957
1.5666,1.5595,5.0362,0.34738,0.35006
1.7817,1.4546,4.9305,0.32186,0.33065
2.0098,1.3597,4.8545,0.29483,0.31868
2.2505,1.2748,4.7996,0.26764,0.3084
2.5037,1.2008,4.764,0.2401,0.30264
2.7692,1.1369,4.7409,0.21269,0.29816
3.0465,1.084,4.7293,0.18573,0.29614
3.3356,1.0401,4.7242,0.15855,0.29457
3.636,1.0073,4.7253,0.13214,0.2941
3.9476,0.98138,4.7292,0.10324,0.29352
4.2699,0.97973,4.7358,0.084933,0.29333
4.6028,1.0113,4.7403,0.089025,0.29247
4.9458,1.0559,4.7422,0.10257,0.29119
5.2986,1.1042,4.7404,0.11991,0.28933
5.6609,1.1487,4.737,0.13626,0.2874
6.0323,1.1876,4.7316,0.15099,0.28536
6.4125,1.2188,4.7262,0.16274,0.28359
6.801,1.2431,4.7203,0.17209,0.28195
7.1976,1.2603,4.7154,0.17856,0.28065
7.6018,1.2724,4.7109,0.18307,0.27952
8.0133,1.28,4.7077,0.18539,0.27867
8.4315,1.2857,4.7052,0.18667,0.27791
8.8562,1.2911,4.7038,0.18755,0.27732
9.2869,1.2978,4.7025,0.18895,0.27674
9.7232,1.3049,4.7018,0.19053,0.27623
10.165,1.3125,4.7008,0.1925,0.27571
10.611,1.3196,4.7,0.19438,0.27526
11.061,1.3264,4.6991,0.19633,0.2748
11.515,1.3321,4.6984,0.19798,0.27442
11.973,1.337,4.6976,0.1995,0.27405
12.434,1.3409,4.6971,0.20066,0.27375
12.897,1.3442,4.6965,0.2017,0.27346
13.362,1.3467,4.6963,0.20244,0.27323
13.829,1.3489,4.6961,0.20314,0.27299
14.297,1.3506,4.6963,0.20367,0.2728
14.766,1.3522,4.6964,0.20422,0.27259
15.234,1.3535,4.6968,0.20464,0.27241
15.703,1.3547,4.6972,0.20513,0.27221
16.171,1.3555,4.698,0.20551,0.27203
16.638,1.3563,4.6988,0.20595,0.2718
17.103,1.3568,4.7,0.2063,0.27158
17.566,1.3572,4.7013,0.20674,0.27129
18.027,1.3574,4.7031,0.20711,0.271
18.485,1.3574,4.7052,0.20757,0.27066
18.939,1.3572,4.7078,0.20798,0.27027
19.389,1.3569,4.7108,0.2085,0.26982
19.835,1.3564,4.7144,0.20899,0.26936
20.277,1.3558,4.7184,0.2096,0.26882
20.713,1.3549,4.7231,0.21018,0.26832
21.144,1.354,4.7282,0.2109,0.26775
21.568,1.3527,4.7338,0.21166,0.26721
21.987,1.3513,4.7398,0.21264,0.26654
22.398,1.3495,4.7467,0.21377,0.26567
22.802,1.3474,4.7547,0.21521,0.26441
23.199,1.3448,4.7646,0.21686,0.26277
23.588,1.3418,4.7767,0.21888,0.26063
23.968,1.3382,4.7916,0.22111,0.25807
24.339,1.3341,4.8097,0.22363,0.25494
24.701,1.3295,4.8315,0.22619,0.2515
25.054,1.3247,4.8568,0.22884,0.2476
25.397,1.3195,4.8854,0.23129,0.24407
25.73,1.3143,4.9161,0.23355,0.24092
26.052,1.3092,4.9462,0.23502,0.24123
26.364,1.3046,4.9687,0.23573,0.24576
26.664,1.3001,4.9832,0.23717,0.24873
26.953,1.2956,4.9929,0.23924,0.25098
27.231,1.2905,4.9992,0.24207,0.25258
27.496,1.285,5.0033,0.24565,0.25406
27.749,1.2786,5.0058,0.24998,0.25533
27.99,1.2715,5.0069,0.25519,0.2567
28.218,1.2634,5.0071,0.2611,0.25803
28.433,1.2545,5.0065,0.26766,0.2594
28.635,1.2447,5.0053,0.27498,0.26069
28.824,1.2342,5.0037,0.28267,0.26203
28.999,1.2233,5.002,0.29073,0.26315
29.161,1.212,5.0003,0.29906,0.26414
29.309,1.2006,4.9987,0.30733,0.26487
29.442,1.1895,4.9976,0.31541,0.26536
29.562,1.1787,4.9968,0.32318,0.26552
29.667,1.1686,4.9966,0.33045,0.26547
29.758,1.1594,4.9968,0.33698,0.26508
29.835,1.1514,4.9973,0.34271,0.26475
29.897,1.1446,4.998,0.34753,0.2642
29.944,1.1394,4.9988,0.35133,0.26362
29.977,1.1356,4.9995,0.35401,0.26323
29.996,1.1335,4.9999,0.3555,0.26296
