0,0.77,1.43
0.1,0.7893,1.5179
0.2,0.8087,1.6102
0.3,0.82821,1.7071
0.4,0.8478,1.8085
0.5,0.86748,1.9145
0.6,0.8872,2.0252
0.7,0.90678,2.1406
0.8,0.92588,2.2607
0.9,0.94417,2.3855
1,0.96111,2.515
1.1,0.97687,2.649
1.2,0.99177,2.7875
1.3,1.0056,2.9304
1.4,1.0183,3.0775
1.5,1.0301,3.2286
1.6,1.0409,3.3835
1.7,1.0508,3.5419
1.8,1.0596,3.7036
1.9,1.0676,3.8682
2,1.0747,4.0355
2.1,1.0809,4.203
2.2,1.0862,4.3663
2.3,1.0906,4.524
2.4,1.0942,4.6695
2.5,1.0971,4.801
2.6,1.0991,4.9197
2.7,1.1005,5.0277
2.8,1.1012,5.1249
2.9,1.1013,5.2132
3,1.1008,5.2933
3.1,1.0998,5.3655
3.2,1.0983,5.4314
3.3,1.0964,5.4913
3.4,1.0941,5.5456
3.5,1.0914,5.5953
3.6,1.0885,5.6406
3.7,1.0854,5.6819
3.8,1.082,5.7199
3.9,1.0784,5.7549
4,1.0747,5.7869
4.1,1.071,5.8165
4.2,1.0674,5.8439
4.3,1.064,5.8691
4.4,1.0608,5.8925
4.5,1.0578,5.9144
4.6,1.0549,5.9347
4.7,1.0523,5.9536
4.8,1.0499,5.9713
4.9,1.0477,5.9879
5,1.0456,6.0034
5.1,1.0438,6.0179
5.2,1.0421,6.0317
5.3,1.0406,6.0445
5.4,1.0392,6.0567
5.5,1.0381,6.0681
5.6,1.037,6.0789
5.7,1.0361,6.0891
5.8,1.0353,6.0988
5.9,1.0346,6.1079
6,1.0341,6.1166
6.1,1.0336,6.1247
6.2,1.0333,6.1325
6.3,1.0331,6.1398
6.4,1.0329,6.1468
6.5,1.0329,6.1534
6.6,1.0329,6.1596
6.7,1.0329,6.1656
6.8,1.0331,6.1712
6.9,1.0333,6.1766
7,1.0335,6.1817
7.1,1.0337,6.1865
7.2,1.034,6.1911
7.3,1.0343,6.1955
7.4,1.0346,6.1996
7.5,1.0349,6.2036
7.6,1.0352,6.2073
7.7,1.0356,6.2109
7.8,1.0359,6.2143
7.9,1.0361,6.2175
8,1.0364,6.2206
8.1,1.0367,6.2235
8.2,1.0369,6.2263
8.3,1.0371,6.2289
8.4,1.0373,6.2315
8.5,1.0374,6.2339
8.6,1.0376,6.2361
8.7,1.0377,6.2383
8.8,1.0378,6.2404
8.9,1.0379,6.2424
9,1.038,6.2443
9.1,1.038,6.246
9.2,1.0381,6.2478
9.3,1.0381,6.2494
9.4,1.0381,6.2509
9.5,1.0381,6.2524
9.6,1.0381,6.2538
9.7,1.0381,6.2552
9.8,1.0381,6.2564
9.9,1.0381,6.2576
10,1.0381,6.2588
10.1,1.038,6.2599
10.2,1.038,6.261
10.3,1.038,6.262
10.4,1.0379,6.2629
10.5,1.0379,6.2638
10.6,1.0379,6.2647
10.7,1.0379,6.2655
10.8,1.0379,6.2663
10.9,1.0378,6.267
11,1.0378,6.2678
11.1,1.0378,6.2684
11.2,1.0378,6.2691
11.3,1.0378,6.2697
11.4,1.0378,6.2702
11.5,1.0378,6.2708
11.6,1.0379,6.2713
11.7,1.0379,6.2718
11.8,1.0379,6.2723
11.9,1.0379,6.2727
12,1.038,6.2731
12.1,1.038,6.2735
12.2,1.0381,6.2739
12.3,1.0381,6.2743
12.4,1.0382,6.2746
12.5,1.0382,6.275
12.6,1.0383,6.2753
12.7,1.0383,6.2756
12.8,1.0384,6.2759
12.9,1.0384,6.2761
13,1.0385,6.2764
13.1,1.0386,6.2766
13.2,1.0386,6.2768
13.3,1.0387,6.2771
13.4,1.0387,6.2773
13.5,1.0388,6.2775
13.6,1.0389,6.2777
13.7,1.0389,6.2779
13.8,1.039,6.278
13.9,1.039,6.2782
14,1.0391,6.2784
14.1,1.0391,6.2785
14.2,1.0392,6.2787
14.3,1.0392,6.2788
14.4,1.0393,6.2789
14.5,1.0393,6.2791
14.6,1.0394,6.2792
14.7,1.0394,6.2793
14.8,1.0395,6.2794
14.9,1.0395,6.2795
15,1.0395,6.2796
15.1,1.0396,6.2797
15.2,1.0396,6.2798
15.3,1.0396,6.2799
15.4,1.0396,6.28
15.5,1.0397,6.2801
15.6,1.0397,6.2802
15.7,1.0397,6.2803
15.8,1.0397,6.2804
15.9,1.0397,6.2805
16,1.0398,6.2806
16.1,1.0398,6.2807
16.2,1.0398,6.2808
16.3,1.0398,6.2809
16.4,1.0398,6.281
16.5,1.0398,6.2811
16.6,1.0398,6.2812
16.7,1.0398,6.2813
16.8,1.0398,6.2814
16.9,1.0398,6.2815
17,1.0398,6.2816
17.1,1.0398,6.2817
17.2,1.0397,6.2818
17.3,1.0397,6.2819
17.4,1.0397,6.282
17.5,1.0397,6.2821
17.6,1.0396,6.2823
17.7,1.0396,6.2824
17.8,1.0396,6.2825
17.9,1.0395,6.2827
18,1.0395,6.2828
18.1,1.0394,6.283
18.2,1.0394,6.2831
18.3,1.0393,6.2833
18.4,1.0393,6.2835
18.5,1.0392,6.2837
18.6,1.0391,6.2839
18.7,1.039,6.2841
