0,0.77,9.29,-0.001289,0.73811
0.0042941,0.77057,9.2606,0,0.73127
0.022621,0.7729,9.1385,0,0.7262
0.055573,0.77682,8.9275,0,0.71735
0.10313,0.7818,8.644,0,0.70453
0.16523,0.78729,8.3044,0,0.68883
0.24184,0.7926,7.9307,0,0.66871
0.33286,0.79717,7.5413,0,0.64115
0.43821,0.80039,7.1558,0,0.61902
0.5578,0.80191,6.7784,0,0.59321
0.69149,0.80131,6.4337,0,0.55503
0.83916,0.79851,6.1158,0,0.53635
1.0007,0.7933,5.8355,0,0.49583
1.1759,0.78583,5.5938,0,0.47541
1.3646,0.77603,5.387,0,0.44229
1.5666,0.76419,5.2184,0,0.4218
1.7817,0.75033,5.08,0,0.39678
2.0098,0.73482,4.9738,0,0.37968
2.2505,0.71768,4.8918,0,0.36175
2.5037,0.69935,4.8347,0,0.34907
2.7692,0.6798,4.7959,0,0.33674
3.0465,0.65952,4.7755,0,0.32821
3.3356,0.63838,4.7675,0,0.32046
3.636,0.61702,4.7716,0,0.31606
3.9476,0.59483,4.7816,0,0.31349
4.2699,0.57611,4.7949,0,0.31492
4.6028,0.56975,4.8038,0,0.31852
4.9458,0.57892,4.8056,0,0.32362
5.2986,0.60095,4.7973,0,0.32735
5.6609,0.63152,4.7824,0,0.32962
6.0323,0.66619,4.7626,0,0.3294
6.4125,0.70131,4.7424,0,0.32826
6.801,0.73361,4.7223,0,0.32623
7.1976,0.76076,4.7041,0,0.32476
7.6018,0.78084,4.6871,0,0.32319
8.0133,0.79298,4.6726,0,0.32216
8.4315,0.79746,4.6602,0,0.32105
8.8562,0.79843,4.6511,0,0.32024
9.2869,0.80126,4.6445,0,0.3188
9.7232,0.8115,4.6415,0,0.3168
10.165,0.83266,4.6413,0,0.31342
10.611,0.86699,4.6453,0,0.30901
11.061,0.9135,4.6522,0,0.30362
11.515,0.96925,4.6616,0.010291,0.2987
11.973,1.0213,4.6702,0.044462,0.29482
12.434,1.0621,4.6777,0.069011,0.29216
12.897,1.0938,4.6835,0.086759,0.28989
13.362,1.118,4.6888,0.09849,0.28803
13.829,1.1385,4.6939,0.10755,0.28597
14.297,1.1587,4.6997,0.11508,0.28394
14.766,1.1817,4.7057,0.12396,0.28157
15.234,1.2086,4.7122,0.13392,0.27932
15.703,1.2388,4.718,0.14602,0.27699
16.171,1.2694,4.723,0.15786,0.27503
16.638,1.2978,4.7266,0.16923,0.27313
17.103,1.3225,4.7294,0.17859,0.27163
17.566,1.3432,4.7313,0.18682,0.27013
18.027,1.3603,4.733,0.19306,0.26897
18.485,1.3744,4.7344,0.1987,0.26774
18.939,1.3863,4.7361,0.20301,0.26678
19.389,1.3966,4.7378,0.20733,0.26571
19.835,1.4059,4.7398,0.2108,0.26489
20.277,1.4143,4.7419,0.21457,0.26398
20.713,1.4216,4.7442,0.2176,0.26332
21.144,1.428,4.7464,0.22096,0.2626
21.568,1.4331,4.7488,0.22366,0.26211
21.987,1.4371,4.7511,0.22692,0.26145
22.398,1.4397,4.754,0.22985,0.26083
22.802,1.4409,4.7574,0.23342,0.25997
23.199,1.4406,4.7619,0.23672,0.25915
23.588,1.4391,4.7675,0.24075,0.258
23.968,1.4361,4.7747,0.24452,0.2568
24.339,1.432,4.7836,0.24885,0.25527
24.701,1.4267,4.7944,0.2526,0.25377
25.054,1.4209,4.8068,0.25631,0.2523
25.397,1.4147,4.8201,0.2587,0.25158
25.73,1.4088,4.8324,0.25985,0.25247
26.052,1.4039,4.8405,0.25932,0.25543
26.364,1.3996,4.8449,0.2617,0.2565
26.664,1.3946,4.8482,0.26491,0.25745
26.953,1.3888,4.85,0.26971,0.25836
27.231,1.3818,4.8512,0.27532,0.25949
27.496,1.3734,4.8513,0.28264,0.26059
27.749,1.3633,4.851,0.2909,0.26186
27.99,1.3517,4.8501,0.30085,0.26297
28.218,1.3383,4.8493,0.31167,0.26409
28.433,1.3234,4.8485,0.32393,0.26457
28.635,1.307,4.8489,0.33675,0.26467
28.824,1.2897,4.8504,0.3505,0.26385
28.999,1.2716,4.854,0.36434,0.26214
29.161,1.2533,4.8598,0.37849,0.25912
29.309,1.2351,4.8684,0.39217,0.25489
29.442,1.2175,4.8797,0.40552,0.24919
29.562,1.2007,4.8939,0.41789,0.24229
29.667,1.1854,4.9102,0.42939,0.23417
29.758,1.1715,4.9282,0.4395,0.22538
29.835,1.1596,4.9466,0.44835,0.21621
29.897,1.1497,4.9643,0.45554,0.20751
29.944,1.1421,4.9796,0.46122,0.19979
29.977,1.1367,4.9914,0.46511,0.19388
29.996,1.1337,4.9983,0.46735,0.19043
