0,2.73,9.28,0.37168,0.58186
0.0042941,2.73,9.2515,0.37519,0.57819
0.022621,2.7296,9.1326,0.37932,0.57124
0.055573,2.7271,8.9283,0.38547,0.55919
0.10313,2.72,8.6548,0.39311,0.54198
0.16523,2.7056,8.3305,0.39957,0.52114
0.24184,2.6812,7.9765,0.40699,0.49514
0.33286,2.6443,7.6143,0.41754,0.46132
0.43821,2.5944,7.2613,0.41632,0.43287
0.5578,2.534,6.9251,0.41448,0.40236
0.69149,2.4622,6.6223,0.41384,0.36708
0.83916,2.3836,6.3527,0.40264,0.34254
1.0007,2.3002,6.1206,0.39581,0.31215
1.1759,2.2152,5.9257,0.381,0.29221
1.3646,2.1318,5.7642,0.36832,0.27095
1.5666,2.0521,5.6347,0.35153,0.25699
1.7817,1.9785,5.5311,0.33599,0.24399
2.0098,1.9119,5.4511,0.31888,0.23577
2.2505,1.8537,5.3892,0.30324,0.22872
2.5037,1.8038,5.3431,0.28779,0.22453
2.7692,1.7624,5.3086,0.27432,0.22103
3.0465,1.7289,5.284,0.26198,0.21909
3.3356,1.7027,5.2663,0.25194,0.21734
3.636,1.6828,5.2547,0.24332,0.2164
3.9476,1.6682,5.2469,0.23676,0.21536
4.2699,1.6592,5.2428,0.23183,0.21473
4.6028,1.6554,5.2405,0.22899,0.21408
4.9458,1.6537,5.2398,0.22707,0.21386
5.2986,1.6532,5.2393,0.22605,0.21366
5.6609,1.6528,5.2392,0.22526,0.21381
6.0323,1.6521,5.2387,0.22477,0.21391
6.4125,1.6508,5.2383,0.22414,0.21423
6.801,1.649,5.2373,0.22359,0.21445
7.1976,1.6468,5.2364,0.22286,0.21479
7.6018,1.6444,5.2352,0.22219,0.21499
8.0133,1.642,5.2343,0.22142,0.21523
8.4315,1.6399,5.2333,0.2208,0.21532
8.8562,1.6381,5.2326,0.22018,0.21546
9.2869,1.6367,5.232,0.21978,0.21547
9.7232,1.6357,5.2316,0.21939,0.21557
10.165,1.635,5.2312,0.21918,0.21556
10.611,1.6344,5.2311,0.21894,0.21563
11.061,1.6339,5.2308,0.21885,0.2156
11.515,1.6335,5.2308,0.2187,0.21566
11.973,1.6332,5.2307,0.21865,0.21564
12.434,1.6328,5.2307,0.21854,0.21569
12.897,1.6325,5.2306,0.21853,0.21566
13.362,1.6321,5.2307,0.21845,0.21568
13.829,1.6319,5.2308,0.21847,0.21563
14.297,1.6315,5.2311,0.21844,0.21563
14.766,1.6313,5.2313,0.2185,0.21557
15.234,1.6309,5.2318,0.21852,0.21555
15.703,1.6307,5.2323,0.21864,0.21547
16.171,1.6303,5.2329,0.21872,0.21543
16.638,1.6299,5.2336,0.2189,0.21531
17.103,1.6294,5.2346,0.21908,0.21525
17.566,1.6289,5.2356,0.21937,0.21508
18.027,1.6282,5.237,0.21968,0.21495
18.485,1.6273,5.2387,0.22014,0.2147
18.939,1.6263,5.2408,0.22063,0.21447
19.389,1.625,5.2434,0.22128,0.21412
19.835,1.6235,5.2466,0.22195,0.21377
20.277,1.6217,5.2503,0.22277,0.21336
20.713,1.6197,5.2546,0.22361,0.21298
21.144,1.6174,5.2594,0.22461,0.21257
21.568,1.6148,5.2646,0.22566,0.21227
21.987,1.6118,5.27,0.22708,0.21194
22.398,1.6083,5.2757,0.22899,0.21161
22.802,1.6038,5.282,0.23167,0.211
23.199,1.5982,5.2895,0.23507,0.21026
23.588,1.5911,5.2984,0.23935,0.20916
23.968,1.5824,5.3094,0.24435,0.20779
24.339,1.5719,5.3231,0.25018,0.20583
24.701,1.5596,5.3403,0.25648,0.20347
25.054,1.5459,5.3614,0.26286,0.2005
25.397,1.5312,5.3866,0.26857,0.19767
25.73,1.5162,5.4143,0.27326,0.19558
26.052,1.5019,5.4408,0.27515,0.19709
26.364,1.4894,5.4598,0.27545,0.2015
26.664,1.4781,5.4712,0.27754,0.2051
26.953,1.4671,5.4769,0.28135,0.20878
27.231,1.4555,5.4775,0.28707,0.21277
27.496,1.4427,5.4732,0.29458,0.2175
27.749,1.4284,5.464,0.30379,0.22307
27.99,1.4124,5.4498,0.31458,0.22963
28.218,1.3944,5.4307,0.32675,0.23716
28.433,1.3748,5.4066,0.3401,0.24564
28.635,1.3536,5.378,0.35452,0.25487
28.824,1.3313,5.3456,0.36952,0.26468
28.999,1.3082,5.3101,0.38488,0.27479
29.161,1.2849,5.2724,0.40026,0.28497
29.309,1.2618,5.2338,0.41519,0.29491
29.442,1.2395,5.1953,0.42947,0.30438
29.562,1.2184,5.1581,0.44285,0.3132
29.667,1.199,5.1231,0.45509,0.32116
29.758,1.1816,5.0913,0.46597,0.32816
29.835,1.1666,5.0634,0.47529,0.33409
29.897,1.1541,5.0401,0.48293,0.33892
29.944,1.1445,5.0218,0.48884,0.34264
29.977,1.1377,5.0089,0.49294,0.34521
29.996,1.1339,5.0017,0.49522,0.34666
