0,2.73,1.43
0.1,2.6221,1.518
0.2,2.5237,1.6103
0.3,2.4341,1.7072
0.4,2.3523,1.8085
0.5,2.2778,1.9146
0.6,2.2101,2.0253
0.7,2.1485,2.1407
0.8,2.0924,2.2608
0.9,2.0416,2.3856
1,1.9954,2.515
1.1,1.9534,2.6491
1.2,1.9155,2.7876
1.3,1.8812,2.9305
1.4,1.8502,3.0775
1.5,1.8221,3.2286
1.6,1.7969,3.3835
1.7,1.7742,3.5419
1.8,1.7537,3.7036
1.9,1.7353,3.8682
2,1.7187,4.0355
2.1,1.7039,4.205
2.2,1.6904,4.3765
2.3,1.6784,4.5494
2.4,1.6674,4.7235
2.5,1.6575,4.8982
2.6,1.6485,5.0731
2.7,1.6401,5.2479
2.8,1.6324,5.4221
2.9,1.6251,5.5952
3,1.6181,5.7669
3.1,1.6115,5.9352
3.2,1.605,6.0895
3.3,1.5985,6.2273
3.4,1.592,6.3489
3.5,1.5855,6.4563
3.6,1.5789,6.5498
3.7,1.5723,6.6302
3.8,1.5655,6.7006
3.9,1.5586,6.7615
4,1.5516,6.8136
4.1,1.5445,6.8587
4.2,1.537,6.8975
4.3,1.5293,6.9303
4.4,1.5213,6.9583
4.5,1.5132,6.9823
4.6,1.5048,7.0024
4.7,1.4964,7.0192
4.8,1.4878,7.0334
4.9,1.4792,7.045
5,1.4705,7.0543
5.1,1.4619,7.0619
5.2,1.4533,7.068
5.3,1.4446,7.0726
5.4,1.4361,7.0761
5.5,1.4277,7.0785
5.6,1.4194,7.08
5.7,1.4112,7.0806
5.8,1.4032,7.0806
5.9,1.3953,7.08
6,1.3876,7.079
6.1,1.3801,7.0775
6.2,1.3728,7.0757
6.3,1.3657,7.0735
6.4,1.3589,7.0711
6.5,1.3522,7.0684
6.6,1.3458,7.0655
6.7,1.3395,7.0625
6.8,1.3335,7.0594
6.9,1.3277,7.0562
7,1.3222,7.0529
7.1,1.3168,7.0495
7.2,1.3117,7.0461
7.3,1.3068,7.0426
7.4,1.3021,7.0392
7.5,1.2975,7.0358
7.6,1.2932,7.0323
7.7,1.2891,7.029
7.8,1.2851,7.0256
7.9,1.2813,7.0223
8,1.2777,7.019
8.1,1.2742,7.0158
8.2,1.2709,7.0127
8.3,1.2677,7.0096
8.4,1.2646,7.0066
8.5,1.2616,7.0037
8.6,1.2588,7.0009
8.7,1.256,6.9981
8.8,1.2534,6.9954
8.9,1.2508,6.9928
9,1.2483,6.9903
9.1,1.2459,6.9878
9.2,1.2436,6.9854
9.3,1.2413,6.9831
9.4,1.2391,6.9809
9.5,1.237,6.9788
9.6,1.2349,6.9767
9.7,1.2328,6.9747
9.8,1.2308,6.9727
9.9,1.2289,6.9708
10,1.2269,6.969
10.1,1.2251,6.9672
10.2,1.2232,6.9656
10.3,1.2214,6.9639
10.4,1.2196,6.9623
10.5,1.2178,6.9608
10.6,1.2161,6.9593
10.7,1.2144,6.9579
10.8,1.2127,6.9565
10.9,1.2111,6.9551
11,1.2095,6.9539
11.1,1.2079,6.9526
11.2,1.2063,6.9514
11.3,1.2048,6.9503
11.4,1.2033,6.9491
11.5,1.2018,6.948
11.6,1.2003,6.9469
11.7,1.1989,6.9459
11.8,1.1975,6.9449
11.9,1.1961,6.944
12,1.1947,6.9431
12.1,1.1934,6.9422
12.2,1.192,6.9413
12.3,1.1907,6.9405
12.4,1.1895,6.9397
12.5,1.1882,6.9389
12.6,1.187,6.9381
12.7,1.1858,6.9374
12.8,1.1846,6.9367
12.9,1.1835,6.936
13,1.1823,6.9354
13.1,1.1812,6.9348
13.2,1.1801,6.9342
13.3,1.1791,6.9336
13.4,1.178,6.933
13.5,1.177,6.9324
13.6,1.176,6.9319
13.7,1.175,6.9314
13.8,1.174,6.931
13.9,1.173,6.9305
14,1.1721,6.9301
14.1,1.1712,6.9297
14.2,1.1703,6.9293
14.3,1.1694,6.9289
14.4,1.1685,6.9285
14.5,1.1677,6.9282
14.6,1.1668,6.9279
14.7,1.166,6.9276
14.8,1.1652,6.9273
14.9,1.1644,6.927
15,1.1636,6.9268
15.1,1.1628,6.9265
15.2,1.162,6.9263
15.3,1.1613,6.9261
15.4,1.1605,6.9259
15.5,1.1598,6.9257
15.6,1.1591,6.9255
15.7,1.1584,6.9254
15.8,1.1576,6.9253
15.9,1.1569,6.9252
16,1.1563,6.9251
16.1,1.1556,6.9249
16.2,1.1549,6.9248
16.3,1.1543,6.9248
16.4,1.1536,6.9247
16.5,1.1529,6.9247
16.6,1.1523,6.9246
16.7,1.1517,6.9246
16.8,1.151,6.9246
16.9,1.1504,6.9247
17,1.1498,6.9247
17.1,1.1492,6.9247
17.2,1.1486,6.9247
17.3,1.148,6.9248
17.4,1.1474,6.9249
17.5,1.1468,6.925
17.6,1.1462,6.9251
17.7,1.1456,6.9252
17.8,1.145,6.9254
17.9,1.1444,6.9255
18,1.1438,6.9257
18.1,1.1432,6.9259
18.2,1.1426,6.9261
18.3,1.1421,6.9263
18.4,1.1415,6.9266
18.5,1.1409,6.9269
18.6,1.1403,6.9272
18.7,1.1397,6.9275
18.8,1.1391,6.9279
18.9,1.1385,6.9282
19,1.1379,6.9286
19.1,1.1373,6.929
19.2,1.1367,6.9295
19.3,1.1361,6.93
19.4,1.1355,6.9305
19.5,1.1349,6.931
19.6,1.1343,6.9316
19.7,1.1337,6.9321
19.8,1.1331,6.9327
19.9,1.1324,6.9334
20,1.1318,6.934
20.1,1.1311,6.9347
20.2,1.1305,6.9355
20.3,1.1298,6.9363
20.4,1.1292,6.9371
20.5,1.1285,6.9379
20.6,1.1278,6.9387
20.7,1.1272,6.9396
20.8,1.1265,6.9405
20.9,1.1258,6.9413
21,1.1251,6.9423
21.1,1.1243,6.9432
21.2,1.1236,6.9442
21.3,1.1229,6.9452
21.4,1.1221,6.9461
21.5,1.1214,6.9471
21.6,1.1206,6.9481
21.7,1.1198,6.949
21.8,1.119,6.95
21.9,1.1182,6.951
22,1.1174,6.952
22.1,1.1165,6.953
22.2,1.1156,6.954
22.3,1.1147,6.955
22.4,1.1137,6.956
22.5,1.1127,6.9571
22.6,1.1117,6.9582
22.7,1.1106,6.9593
22.8,1.1094,6.9606
22.9,1.1082,6.9618
23,1.107,6.9631
23.1,1.1057,6.9645
23.2,1.1043,6.966
23.3,1.1029,6.9675
23.4,1.1013,6.9691
23.5,1.0997,6.9709
23.6,1.0981,6.9728
23.7,1.0963,6.9748
23.8,1.0945,6.9769
23.9,1.0925,6.9793
24,1.0905,6.9817
24.1,1.0883,6.9844
24.2,1.0861,6.9873
24.3,1.0837,6.9904
24.4,1.0813,6.9937
24.5,1.0787,6.9973
24.6,1.0761,7.0012
24.7,1.0733,7.0054
24.8,1.0704,7.0099
24.9,1.0675,7.0147
25,1.0644,7.0199
25.1,1.0612,7.0254
25.2,1.058,7.0313
25.3,1.0547,7.0374
25.4,1.0513,7.0437
25.5,1.0478,7.0503
25.6,1.0444,7.057
25.7,1.0409,7.0638
25.8,1.0373,7.0706
25.9,1.0339,7.0767
26,1.0305,7.0822
26.1,1.0272,7.0871
26.2,1.0239,7.0909
26.3,1.0208,7.0934
26.4,1.0177,7.0949
26.5,1.0147,7.0955
26.6,1.0117,7.0952
26.7,1.0088,7.0941
26.8,1.0058,7.0922
26.9,1.0028,7.0895
27,0.99971,7.086
27.1,0.99656,7.0817
27.2,0.99333,7.0767
27.3,0.98998,7.0708
27.4,0.98646,7.064
27.5,0.98279,7.0563
27.6,0.97891,7.0476
27.7,0.97482,7.0379
27.8,0.9705,7.027
27.9,0.96591,7.0149
28,0.96105,7.0015
28.1,0.95589,6.9867
28.2,0.95041,6.9704
28.3,0.9446,6.9524
28.4,0.93842,6.9328
28.5,0.93187,6.9113
28.6,0.92491,6.8879
28.7,0.91756,6.8625
28.8,0.90977,6.8349
28.9,0.90156,6.8052
29,0.8929,6.7732
29.1,0.88379,6.7388
29.2,0.87423,6.702
29.3,0.86421,6.6628
29.4,0.85375,6.6211
29.5,0.84287,6.577
29.6,0.83158,6.5305
29.7,0.81988,6.4815
29.8,0.80781,6.4303
29.9,0.79538,6.3769
29.996,0.78261,6.3214
